Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
10152,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,333,396,461,356,119
10153,No,Air Miles,Letter,Low,2,No,Low,2,1,1,No,1046.75,41,1527,1601,1018
10154,No,Air Miles,Postcard,Low,1,No,Medium,3,2,4,Yes,848,1501,1108,780,3
10155,No,Cash Back,Letter,High,2,No,Low,2,2,3,Yes,1048.25,1708,1326,864,295
10156,No,Cash Back,Postcard,High,2,No,Medium,2,1,4,No,322.25,304,493,371,121
10157,No,Air Miles,Letter,Medium,1,No,High,1,1,2,No,1000.25,1680,1079,965,277
10158,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,1022.5,1829,1113,674,474
10159,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,979.25,711,865,1181,1160
10160,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1261.25,922,815,1945,1363
10161,No,Points,Postcard,Low,1,Yes,Low,1,1,1,No,940.75,14,1745,1532,472
10162,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1145.25,315,1083,1198,1985
10163,No,Points,Letter,Medium,2,No,High,2,1,4,Yes,617.75,508,553,680,730
10164,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,349.5,78,402,450,468
10165,No,Points,Postcard,High,1,No,Low,2,2,3,Yes,106.5,64,47,85,230
10166,No,Air Miles,Postcard,Low,1,No,High,1,1,3,No,990.5,1504,1401,998,59
10167,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,986.5,403,916,909,1718
10168,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,976.5,1364,932,906,704
10169,No,Points,Letter,Medium,1,No,High,3,1,6,No,893.75,376,500,1394,1305
10170,No,Air Miles,Letter,High,2,No,Low,1,1,5,No,914.25,629,612,948,1468
10171,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,1036,1527,1425,590,602
10172,No,Air Miles,Letter,Medium,1,Yes,High,1,2,4,No,693.75,602,619,932,622
10173,No,Points,Letter,Medium,1,No,High,2,2,3,No,985.25,253,1572,1420,696
10174,No,Cash Back,Postcard,High,2,No,High,2,1,4,No,258.5,69,450,369,146
10175,No,Cash Back,Postcard,Medium,3,No,High,3,1,3,Yes,726,620,928,791,565
10176,No,Points,Letter,High,1,No,High,1,1,5,Yes,1277.25,701,1506,1533,1369
10177,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,1102.75,1911,1433,638,429
10178,No,Air Miles,Letter,High,2,No,High,1,1,3,Yes,785.5,676,835,926,705
10179,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,196,137,319,43,285
10180,No,Points,Letter,High,2,No,Low,2,1,4,Yes,268.5,182,419,282,191
10181,No,Air Miles,Letter,Low,1,No,Low,1,1,2,No,1056.5,391,888,2036,911
10182,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,741.5,191,545,1403,827
10183,No,Air Miles,Letter,High,2,No,Low,2,2,3,No,856.75,1504,1172,747,4
10184,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,770.75,888,899,679,617
10185,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,929.25,1589,1213,741,174
10186,No,Cash Back,Letter,Medium,1,No,Medium,1,1,1,Yes,943.5,559,1426,1299,490
10187,No,Cash Back,Postcard,High,1,Yes,High,3,1,2,No,1375.5,629,1451,2160,1262
10188,No,Cash Back,Letter,High,1,No,Low,3,1,5,No,912.5,1628,1196,739,87
10189,No,Points,Postcard,Medium,1,No,Low,2,2,3,No,979,227,1054,1409,1226
10190,No,Points,Letter,Low,1,No,High,2,1,4,No,1350,2168,1097,1293,842
10191,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1084.5,952,1492,1359,535
10192,No,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,No,1589,1248,1899,2145,1064
10193,No,Cash Back,Letter,High,1,No,High,3,1,4,No,852.75,1621,1108,577,105
10194,No,Air Miles,Letter,Medium,1,No,High,4,1,3,Yes,197.75,158,71,91,471
10195,No,Air Miles,Postcard,Medium,2,No,Low,4,1,2,No,1356.75,1739,1676,1174,838
10196,No,Points,Postcard,Medium,1,No,High,2,1,4,No,1238,473,1179,1202,2098
10197,No,Cash Back,Postcard,High,1,No,High,3,1,6,No,198,71,161,204,356
10198,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1162.25,1028,414,1046,2161
10199,No,Air Miles,Letter,Medium,1,No,High,4,1,4,Yes,935.5,1776,1300,658,8
10200,No,Air Miles,Letter,High,2,No,Medium,2,1,4,No,1143,873,415,1429,1855
10201,No,Cash Back,Letter,Medium,1,No,High,3,2,2,No,151.5,214,241,68,83
10202,No,Points,Letter,High,1,Yes,High,1,1,2,Yes,826.25,834,886,994,591
10203,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,1216.5,842,947,1013,2064
10204,No,Cash Back,Postcard,Medium,2,No,Medium,1,2,3,Yes,801.75,522,410,1113,1162
10205,No,Points,Letter,Low,3,No,Low,3,1,4,Yes,1190.25,919,1237,1336,1269
10206,No,Cash Back,Letter,Low,1,Yes,Low,2,1,3,No,672,550,657,678,803
10207,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1203.5,708,1525,1862,719
10208,No,Cash Back,Letter,Low,1,No,High,3,1,4,No,221.25,430,98,233,124
10209,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,3,Yes,747.75,913,775,701,602
10210,No,Cash Back,Letter,High,2,No,Medium,4,1,4,Yes,1024.5,348,493,1195,2062
10211,No,Cash Back,Postcard,High,1,No,High,2,2,5,No,1111,1663,1562,537,682
10212,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,676.75,549,522,990,646
10213,No,Cash Back,Postcard,High,3,No,Medium,1,1,3,Yes,1127.5,282,1057,1646,1525
10214,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,Yes,1083,681,1058,2151,442
10215,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,5,Yes,1223.25,407,1474,2117,895
10216,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,237,24,109,322,493
10217,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1482,1266,1706,1268,1688
10218,No,Points,Letter,Medium,2,No,High,2,1,4,No,1307.75,893,1704,1637,997
10219,No,Points,Postcard,Medium,1,No,Low,2,1,1,Yes,1483.25,2091,1782,1124,936
10220,No,Cash Back,Letter,High,2,No,Medium,1,1,3,Yes,854,30,1197,1682,507
10221,No,Air Miles,Postcard,High,1,No,High,1,1,6,Yes,861.5,835,959,675,977
10222,No,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,1115,65,965,1661,1769
10223,No,Points,Letter,Medium,2,Yes,High,2,1,2,Yes,1425,2034,1434,1216,1016
10224,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,1065,1889,1245,715,411
10225,No,Points,Postcard,Low,1,No,Low,2,1,2,No,1038,1982,1201,839,130
10226,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,117.5,32,230,26,182
10227,No,Air Miles,Letter,Low,1,Yes,Low,1,1,3,Yes,1186.25,1982,1773,403,587
10228,No,Cash Back,Postcard,Low,2,No,High,3,1,2,Yes,1198.75,1960,1048,949,838
10229,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,789.5,701,703,791,963
10230,No,Air Miles,Letter,Medium,2,No,High,3,1,3,Yes,1108.25,389,1719,1814,511
10231,No,Cash Back,Postcard,High,2,No,Medium,2,1,2,Yes,1146.25,678,1006,1643,1258
10232,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,5,Yes,874.75,302,470,1493,1234
10233,No,Cash Back,Postcard,Low,1,No,High,1,1,4,Yes,784.25,898,585,848,806
10234,No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1270,1570,1649,1353,508
10235,No,Points,Letter,Low,1,Yes,Medium,3,1,4,No,1188.75,1,1409,2168,1177
10236,No,Air Miles,Letter,Medium,2,No,Medium,4,1,3,Yes,833.5,88,1117,1387,742
10237,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,786.25,723,656,998,768
10238,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1209.5,636,1767,1556,879
10239,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,3,Yes,771.25,903,753,666,763
10240,No,Points,Letter,Low,2,Yes,High,2,2,2,Yes,676.75,517,543,899,748
10241,No,Air Miles,Letter,Low,1,No,Low,2,2,4,Yes,204.75,47,304,190,278
10242,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,680,676,689,721,634
10243,No,Cash Back,Letter,High,1,No,Low,2,1,3,No,1208.5,1492,911,1004,1427
10244,No,Cash Back,Postcard,High,1,No,Low,3,1,2,No,1005.5,1736,1033,997,256
10245,No,Points,Letter,Medium,1,No,Medium,2,2,4,No,1127,1963,1466,853,226
10246,No,Points,Letter,High,1,No,High,1,1,3,Yes,947.75,754,1042,1231,764
10247,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,1369.25,293,1129,2238,1817
10248,No,Air Miles,Postcard,High,1,No,Low,2,1,5,No,893.25,184,401,963,2025
10249,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,964.75,1712,1074,709,364
10250,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,150,221,113,151,115
10251,No,Points,Postcard,High,2,No,Medium,3,2,4,Yes,1075.25,1793,1108,907,493
10252,No,Air Miles,Letter,Medium,1,No,Low,3,2,2,Yes,729,961,557,574,824
10253,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1353.75,1330,662,2078,1345
10254,No,Points,Postcard,Medium,2,No,High,1,1,4,Yes,1109.75,674,1649,1689,427
10255,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1087,454,599,1346,1949
10256,Yes,Cash Back,Postcard,Low,3,No,Low,3,1,2,Yes,1058.25,1170,875,1493,695
10257,No,Points,Letter,Medium,1,No,Medium,2,2,6,No,780.25,911,670,718,822
10258,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,755.25,197,1102,1245,477
10259,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1361.5,685,1671,1829,1261
10260,No,Air Miles,Postcard,High,2,No,High,1,1,2,Yes,1434,1152,1595,2212,777
10261,Yes,Air Miles,Postcard,Low,1,No,Low,1,2,3,Yes,1280,1087,1293,855,1885
10262,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,962.75,1863,1168,541,279
10263,No,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,3,No,996.25,349,1100,1886,650
10264,No,Points,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1258.5,1722,1783,1178,351
10265,Yes,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,1216.25,1949,1484,1187,245
10266,No,Points,Letter,Medium,1,No,Low,1,1,3,No,1233.25,2113,1235,953,632
10267,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1144.75,768,1570,1550,691
10268,No,Air Miles,Postcard,Medium,2,No,Medium,3,2,3,No,234,125,465,275,71
10269,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,Yes,1184.5,669,1420,1338,1311
10270,No,Cash Back,Postcard,Low,2,No,Medium,3,1,5,No,1086.75,1875,1160,544,768
10271,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,1135,1801,1397,848,494
10272,No,Air Miles,Letter,High,1,No,Low,1,1,6,Yes,997.5,63,1129,1443,1355
10273,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1044.75,1854,1271,758,296
10274,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,944.25,150,1144,1919,564
10275,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1394.75,355,1889,1613,1722
10276,No,Points,Letter,Medium,1,No,High,2,1,3,No,1101.75,1510,1654,1118,125
10277,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1521,789,1776,2123,1396
10278,No,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,315.75,159,363,455,286
10279,No,Points,Letter,Low,1,No,Low,1,2,4,No,932.75,1694,1448,508,81
10280,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1024.5,1380,1321,787,610
10281,No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,1484.5,716,1492,1874,1856
10282,No,Points,Postcard,High,1,No,High,1,1,3,No,144.25,148,36,263,130
10283,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,992,815,853,1678,622
10284,No,Air Miles,Letter,High,2,No,High,1,1,5,Yes,1239.75,263,1369,2043,1284
10285,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1253.5,757,860,1557,1840
10286,No,Points,Letter,High,1,Yes,Medium,3,2,3,Yes,980.75,1583,1394,584,362
10287,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,874.75,277,614,1107,1501
10288,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,917.75,1543,1147,546,435
10289,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,687.25,561,794,873,521
10290,No,Air Miles,Letter,Low,2,Yes,Low,4,2,3,Yes,1020,466,1249,1834,531
10291,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,791.75,904,824,862,577
10292,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,699,516,755,768,757
10293,No,Points,Postcard,Medium,2,Yes,High,1,1,2,Yes,1022.25,1965,1011,815,298
10294,No,Air Miles,Letter,High,1,No,High,2,2,4,Yes,247,9,436,113,430
10295,No,Air Miles,Postcard,High,1,Yes,High,3,1,3,Yes,869,1742,899,558,277
10296,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1181.25,1116,1555,1271,783
10297,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,967.25,829,1162,962,916
10298,No,Air Miles,Postcard,Low,2,Yes,Low,1,1,4,Yes,984.25,1277,1619,920,121
10299,No,Cash Back,Letter,Low,2,No,Low,4,2,5,Yes,179.25,292,220,120,85
10300,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,881.25,990,956,795,784
10301,Yes,Cash Back,Postcard,Medium,2,No,Low,3,1,3,Yes,876,1504,1130,748,122
10302,No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,214.5,214,185,158,301
10303,No,Cash Back,Letter,Low,2,No,High,2,1,3,Yes,1040.5,1943,1334,704,181
10304,No,Points,Letter,Medium,1,No,High,2,1,4,No,953.25,1734,1413,605,61
10305,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,2,Yes,1522.25,1151,1680,2080,1178
10306,No,Cash Back,Letter,Medium,1,No,High,3,2,4,Yes,1125,665,1418,1387,1030
10307,Yes,Air Miles,Postcard,Low,1,Yes,High,1,1,4,Yes,1162.25,874,553,1593,1629
10308,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,182.75,84,359,27,261
10309,No,Air Miles,Postcard,High,2,No,High,1,2,4,No,1148,1563,1642,960,427
10310,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1214.75,903,456,1412,2088
10311,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,No,1075.25,869,457,1215,1760
10312,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,998.5,979,513,1257,1245
10313,No,Points,Letter,Low,2,No,Low,1,1,4,Yes,1234.25,1417,595,2074,851
10314,No,Points,Letter,High,2,No,Low,2,1,6,No,1193.5,1986,1476,962,350
10315,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,1068.75,1260,1352,927,736
10316,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,189,205,221,143,187
10317,No,Cash Back,Letter,High,1,No,High,2,1,4,No,1005,1622,1084,1029,285
10318,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,981.25,307,893,903,1822
10319,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1110.75,585,467,1715,1676
10320,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,No,1286.25,964,1049,2159,973
10321,No,Cash Back,Letter,Low,2,No,Low,3,3,3,Yes,1442.75,836,1662,1877,1396
10322,No,Points,Letter,Medium,1,No,Low,3,1,5,Yes,1247.25,963,1589,1676,761
10323,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1158.75,923,996,998,1718
10324,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1026.25,1672,1420,622,391
10325,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,934.5,1691,1205,744,98
10326,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,896,801,830,997,956
10327,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,1190.25,902,408,1708,1743
10328,No,Points,Postcard,Medium,1,No,High,2,1,3,No,915,1586,1216,747,111
10329,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1463.5,1340,1002,2198,1314
10330,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1101.75,1880,1384,836,307
10331,No,Cash Back,Letter,Medium,2,No,Low,3,1,5,No,1205.25,170,1741,2158,752
10332,No,Points,Postcard,Low,1,No,Medium,1,2,5,Yes,1151.75,530,1296,1834,947
10333,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,185.25,302,86,207,146
10334,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,778.75,636,631,926,922
10335,No,Points,Postcard,High,1,No,High,1,1,5,Yes,180.25,137,180,253,151
10336,No,Cash Back,Postcard,High,1,Yes,Low,3,1,4,No,150.5,469,26,63,44
10337,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,1036,1760,1216,810,358
10338,No,Points,Letter,High,2,No,Low,1,1,4,Yes,899.25,1267,807,636,887
10339,No,Cash Back,Postcard,Low,1,Yes,Low,3,1,3,Yes,1190,1377,738,823,1822
10340,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,916.75,1560,1088,869,150
10341,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1162.5,697,1085,1847,1021
10342,No,Points,Letter,High,2,Yes,Medium,2,1,4,Yes,1099.25,351,1364,942,1740
10343,Yes,Points,Postcard,Low,1,Yes,Low,2,1,4,No,729.75,560,896,527,936
10344,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,647.25,657,654,724,554
10345,No,Points,Letter,Medium,1,No,Medium,2,1,5,No,687,504,890,558,796
10346,No,Points,Postcard,Medium,2,No,High,2,1,5,No,1277.75,2021,1527,532,1031
10347,No,Air Miles,Postcard,Low,1,No,Medium,2,2,1,No,251.75,182,326,345,154
10348,No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,1122,1235,1733,870,650
10349,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1038.75,777,825,1337,1216
10350,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,4,No,1319.25,681,940,1760,1896
10351,No,Cash Back,Letter,Medium,1,No,High,1,1,4,Yes,1111.25,1232,1095,1111,1007
10352,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1062.25,499,1162,1664,924
10353,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,993.5,1657,962,940,415
10354,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1263,166,1370,1564,1952
10355,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1470.25,1460,1570,2208,643
10356,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,2,Yes,1026.5,1485,1647,884,90
10357,Yes,Points,Postcard,Medium,2,No,High,3,1,3,No,1065.25,802,415,1079,1965
10358,No,Air Miles,Letter,High,1,No,High,3,1,5,No,701.75,743,599,536,929
10359,No,Air Miles,Letter,Medium,2,No,Low,1,2,3,Yes,703.5,729,538,905,642
10360,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,930.75,1644,932,986,161
10361,No,Air Miles,Postcard,Medium,2,No,Low,3,1,3,Yes,937,556,451,1074,1667
10362,No,Cash Back,Letter,Medium,1,No,Low,2,2,6,Yes,324.75,427,281,158,433
10363,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1182,286,1377,1442,1623
10364,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,919.5,712,531,941,1494
10365,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1257.25,1416,1743,1183,687
10366,No,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,249.75,166,109,415,309
10367,No,Air Miles,Letter,High,2,No,High,3,1,6,Yes,983,101,914,1501,1416
10368,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,969.5,1727,1432,561,158
10369,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,990,515,999,895,1551
10370,No,Cash Back,Letter,High,1,No,High,2,2,4,No,822,492,815,1309,672
10371,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1428.5,309,1719,1923,1763
10372,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1028.25,301,954,844,2014
10373,No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1129.25,478,1220,1515,1304
10374,No,Air Miles,Letter,Low,1,No,High,2,1,2,No,820,859,673,796,952
10375,No,Points,Letter,High,1,No,Low,2,1,5,Yes,1161.75,1967,1442,838,400
10376,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1092.75,704,1032,1000,1635
10377,No,Air Miles,Letter,High,1,Yes,High,2,2,4,Yes,1033.25,1998,1080,603,452
10378,No,Cash Back,Letter,Medium,2,No,Low,3,1,2,Yes,1029.75,1923,1032,691,473
10379,No,Points,Letter,Medium,2,No,Low,4,2,2,Yes,1421.75,1449,1788,996,1454
10380,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1022,108,1336,1639,1005
10381,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1214.25,927,1340,1743,847
10382,No,Points,Letter,Medium,1,No,High,3,2,3,Yes,1194.25,809,1538,1620,810
10383,No,Points,Letter,Low,1,No,Medium,2,1,2,Yes,262,273,273,465,37
10384,Yes,Air Miles,Postcard,Low,1,Yes,Medium,2,1,3,Yes,814,285,1201,1358,412
10385,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1060.25,166,1816,1511,748
10386,No,Points,Letter,Medium,2,No,Low,1,1,4,Yes,313,423,265,291,273
10387,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,1295.25,970,1060,1446,1705
10388,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1081.5,540,1309,1553,924
10389,No,Air Miles,Letter,Medium,1,No,Medium,2,1,1,No,151,177,181,6,240
10390,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1220.25,2115,911,1383,472
10391,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,266.25,80,497,366,122
10392,No,Points,Postcard,High,2,No,High,1,1,1,Yes,1265.5,986,838,1378,1860
10393,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1070,1984,1185,852,259
10394,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1152.5,450,1555,1504,1101
10395,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,914.75,1866,921,561,311
10396,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,310.25,204,131,439,467
10397,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,852,959,834,808,807
10398,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1345,724,1243,2153,1260
10399,No,Cash Back,Letter,High,3,No,Low,3,2,4,Yes,728.75,637,643,723,912
10400,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,182,316,10,284,118
10401,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,1036.25,1895,1341,837,72
10402,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,887.5,180,908,1206,1256
10403,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1190.25,26,1860,1008,1867
10404,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,987.25,786,1801,891,471
10405,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1049.75,1659,1697,771,72
10406,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,955,1729,1174,835,82
10407,No,Points,Letter,High,1,No,Medium,2,1,3,No,1106.25,201,1359,813,2052
10408,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,1006.5,1534,1386,691,415
10409,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,769,885,540,854,797
10410,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,No,949.25,1878,1134,608,177
10411,No,Air Miles,Postcard,Low,1,No,Medium,2,2,6,Yes,958.75,400,1102,1430,903
10412,No,Cash Back,Letter,High,2,No,High,2,1,3,Yes,345.75,73,457,414,439
10413,No,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,972,509,692,1301,1386
10414,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,674.5,135,650,1277,636
10415,No,Points,Letter,High,2,No,Medium,1,1,3,No,1136.25,1927,1423,742,453
10416,No,Air Miles,Postcard,High,1,Yes,Medium,1,1,2,Yes,902,373,509,1372,1354
10417,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,4,Yes,787.75,950,977,529,695
10418,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,787,700,930,928,590
10419,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1283.75,1179,1238,1108,1610
10420,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,344.5,196,473,338,371
10421,No,Cash Back,Postcard,Low,2,No,Low,1,1,4,No,1379.25,865,1455,1865,1332
10422,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,992.5,1358,1634,857,121
10423,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,1065.25,1621,1488,798,354
10424,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,950.5,449,904,816,1633
10425,No,Cash Back,Letter,High,1,Yes,Low,1,1,4,Yes,1112.75,1579,1602,556,714
10426,No,Cash Back,Postcard,Medium,1,No,High,1,2,2,Yes,936,973,1104,1253,414
10427,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1064.5,1995,1047,829,387
10428,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,1179.25,754,1153,2068,742
10429,No,Points,Postcard,High,1,No,High,2,1,3,Yes,964,595,601,819,1841
10430,No,Points,Postcard,Low,1,No,High,3,1,2,No,338.5,296,354,280,424
10431,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1293,646,717,2277,1532
10432,No,Air Miles,Letter,High,1,No,Low,3,1,2,No,1092.5,678,859,1271,1562
10433,No,Air Miles,Postcard,Low,1,Yes,High,3,2,3,Yes,1055,1228,1644,716,632
10434,No,Air Miles,Letter,Medium,2,Yes,Low,2,1,3,Yes,1173.25,150,1732,1401,1410
10435,No,Points,Postcard,High,2,No,Medium,2,1,3,No,1002,1625,1037,846,500
10436,No,Cash Back,Letter,High,1,No,Low,4,1,4,Yes,398.75,327,345,427,496
10437,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1134.75,222,1119,1921,1277
10438,No,Points,Letter,High,1,Yes,Medium,2,1,3,Yes,1161.75,190,1121,1599,1737
10439,No,Points,Letter,Medium,2,Yes,High,2,1,4,No,1203.75,510,1004,1166,2135
